Name	1	2	3	4	5	6	7	8	10
PDGFRB	0.0	0.0	0.0	0.0	0.010101	0.0	0.0158733333333	0.00505055555556	0.0
PDGFRA	0.0	0.0	0.0	0.0	0.010101	0.0	0.0158733333333	0.00505055555556	0.0
PIK3CD	0.0	0.0535714285714	0.0164835714286	0.0714285714286	0.00162335714286	0.0	0.0	0.0	0.00714285714286
HRAS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0151515	0.0333333333333
EGFR	0.0	0.0	0.0	0.0	0.47727	0.2	0.14286	0.045455	0.1
MAP2K2	0.0	0.0	0.0	0.0	0.204545	0.0	0.0	0.0	0.0
MAP2K1	0.0	0.0	0.0	0.0	0.204545	0.0	0.0	0.0	0.0
AKT3	0.0	0.0357133333333	0.0512833333333	0.0	0.0	0.0	0.0	0.0606066666667	0.133333333333
MAPK10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09091	0.0333333333333
FLT4	0.0	0.0	0.0	0.0	0.010101	0.0	0.0158733333333	0.00505055555556	0.0
RICTOR	0.285713333333	0.0357133333333	0.205126666667	0.0	0.0	0.0	0.0	0.0	0.0333333333333
RAF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0151515	0.0333333333333
FLT1	0.0	0.0	0.0	0.0	0.010101	0.0	0.0158733333333	0.00505055555556	0.0
RPTOR	0.285713333333	0.0357133333333	0.205126666667	0.0	0.0	0.0	0.0	0.0	0.0333333333333
PIK3CA	0.0	0.0535714285714	0.0164835714286	0.0714285714286	0.00162335714286	0.0	0.0	0.0	0.00714285714286
PIK3CB	0.0	0.0535714285714	0.0164835714286	0.0714285714286	0.00162335714286	0.0	0.0	0.0	0.00714285714286
NRAS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0151515	0.0333333333333
PIK3CG	0.0	0.0535714285714	0.0164835714286	0.0714285714286	0.00162335714286	0.0	0.0	0.0	0.00714285714286
PIK3R6	0.0	0.0535714285714	0.0164835714286	0.0714285714286	0.00162335714286	0.0	0.0	0.0	0.00714285714286
PIK3R5	0.0	0.0535714285714	0.0164835714286	0.0714285714286	0.00162335714286	0.0	0.0	0.0	0.00714285714286
PIK3R4	0.0	0.0535714285714	0.0164835714286	0.0714285714286	0.00162335714286	0.0	0.0	0.0	0.00714285714286
PIK3R3	0.0	0.0535714285714	0.0164835714286	0.0714285714286	0.00162335714286	0.0	0.0	0.0	0.00714285714286
PIK3R2	0.0	0.0535714285714	0.0164835714286	0.0714285714286	0.00162335714286	0.0	0.0	0.0	0.00714285714286
PIK3R1	0.0	0.0535714285714	0.0164835714286	0.0714285714286	0.00162335714286	0.0	0.0	0.0	0.00714285714286
MAPK8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09091	0.0333333333333
MAPK9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09091	0.0333333333333
KDR	0.0	0.0	0.0	0.0	0.010101	0.0	0.0158733333333	0.00505055555556	0.0
SRC	0.071429	0.0	0.0	0.0	0.0	0.26667	0.14286	0.0	0.0
IGF1R	0.0	0.0	0.0	0.0	0.0	0.0	0.071429	0.0	0.0
PIK3C2B	0.0	0.0535714285714	0.0164835714286	0.0714285714286	0.00162335714286	0.0	0.0	0.0	0.00714285714286
PIK3C2A	0.0	0.0535714285714	0.0164835714286	0.0714285714286	0.00162335714286	0.0	0.0	0.0	0.00714285714286
MTOR	0.285713333333	0.0357133333333	0.205126666667	0.0	0.0	0.0	0.0	0.0	0.0333333333333
FGFR4	0.0	0.0	0.0	0.0	0.010101	0.0	0.0158733333333	0.00505055555556	0.0
PIK3C3	0.0	0.0535714285714	0.0164835714286	0.0714285714286	0.00162335714286	0.0	0.0	0.0	0.00714285714286
FGFR2	0.0	0.0	0.0	0.0	0.010101	0.0	0.0158733333333	0.00505055555556	0.0
FGFR3	0.0	0.0	0.0	0.0	0.010101	0.0	0.0158733333333	0.00505055555556	0.0
KRAS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0151515	0.0333333333333
PIK3C2G	0.0	0.0535714285714	0.0164835714286	0.0714285714286	0.00162335714286	0.0	0.0	0.0	0.00714285714286
AKT1	0.0	0.0357133333333	0.0512833333333	0.0	0.0	0.0	0.0	0.0606066666667	0.133333333333
AKT2	0.0	0.0357133333333	0.0512833333333	0.0	0.0	0.0	0.0	0.0606066666667	0.133333333333
MET	0.0	0.0	0.0	0.0	0.0	0.0	0.28571	0.0	0.0
BRAF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0151515	0.0333333333333
ARAF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0151515	0.0333333333333
FGFR1	0.0	0.0	0.0	0.0	0.010101	0.0	0.0158733333333	0.00505055555556	0.0
