CHUK	directed	FOXO4	0.831168831169	0.831168831169	0	3
IKBKB	directed	RELB	0.545454545455	0.545454545455	0	2
SGK	directed	FOXO1	0.519480519481	0.519480519481	0	0
IKBKB	directed	PTEN	1.0	1.0	0	4
AKT	directed	ATF4	0.688311688312	0.688311688312	7	0
CHUK	directed	FOXO6	0.181818181818	0.181818181818	0	0
AKT	directed	CREB5	0.363636363636	0.363636363636	2	3
FOXO1	directed	KLF2	0.142045454545	0.767045454545	4	1
IKBKG	directed	RELA	0.220779220779	0.220779220779	0	0
IKBKG	directed	NFKB1	0.454545454545	0.454545454545	0	0
CHUK	directed	RELA	0.220779220779	0.220779220779	0	1
ELK1	undirected	SRF	-0.211038961039	0.288961038961	1	0
CHUK	directed	NFKB1	0.454545454545	0.454545454545	0	2
PTEN	directed	AKT	1.0	1.0	0	4
AKT	directed	IKBKG	0.831168831169	0.831168831169	0	0
EGFR	directed	RAS	0.0	0.0	8	0
IKBKB	directed	FOXO1	0.545454545455	0.545454545455	0	2
RAS	directed	PI3K	0.0	0.0	8	0
PDPK1	directed	CHUK	0.987012987013	0.987012987013	0	4
IKBKB	directed	FOXO3	0.506493506494	0.506493506494	0	1
PTEN	directed	PDPK1	0.987012987013	0.987012987013	0	0
MTOR	directed	HIF1A	0.623376623377	0.623376623377	0	0
PDPK1	directed	IKBKB	0.987012987013	0.987012987013	0	4
RAF1	directed	MEK	0.0519480519481	0.0519480519481	8	0
AKT	directed	RAF1	0.0519480519481	0.0519480519481	0	0
AKT	directed	NR4A1	0.766233766234	0.766233766234	0	0
RELA	directed	MYB	0.0909090909091	0.0909090909091	0	0
PDPK1	directed	AKT	0.987012987013	0.987012987013	8	4
ERK	directed	FOXO6	-0.0730519480519	0.176948051948	0	0
AKT1S1	directed	MTOR	1.0	1.0	0	0
FOXO3	directed	KLF2	0.20211038961	0.57711038961	5	1
ERK	directed	ELK1	-0.573051948052	0.676948051948	6	0
ERK	directed	FOXO4	-0.885551948052	0.989448051948	6	0
RPS6KA	directed	ATF4	-0.273538961039	0.351461038961	7	0
AKT	directed	CREB3L4	0.38961038961	0.38961038961	6	4
FOXO6	directed	RBL2	0.103896103896	0.103896103896	0	0
FOXO4	directed	RBL2	0.26461038961	0.51461038961	3	1
FOXO1	directed	BCL6	0.210227272727	0.335227272727	4	0
PTEN	directed	PI3K	1.0	1.0	0	0
AKT	directed	CREB3L2	0.350649350649	0.350649350649	4	2
PDPK1	undirected	PI3K	0.987012987013	0.987012987013	8	4
AKT	directed	FOXO6	0.181818181818	0.181818181818	0	0
SGK	directed	FOXO6	0.181818181818	0.181818181818	0	0
FOXO6	directed	KLF2	0.0568181818182	0.306818181818	0	0
AKT	directed	CREB1	0.675324675325	0.675324675325	8	2
MDM2	directed	TP53	0.493506493506	0.493506493506	0	0
FOXO6	directed	BCL6	0.0803571428571	0.205357142857	0	0
MTOR	undirected	RPTOR	1.0	1.0	0	0
MTOR	directed	AKT	1.0	1.0	0	0
FOXO3	directed	RBL2	0.145292207792	0.270292207792	3	1
IKBKB	directed	RELA	0.220779220779	0.220779220779	0	1
IKBKB	directed	NFKB1	0.454545454545	0.454545454545	0	2
AKT	directed	GSK3B	0.415584415584	0.415584415584	0	0
NFKB1	directed	MYB	0.181818181818	0.181818181818	0	1
PDPK1	directed	SGK	0.87012987013	0.87012987013	0	0
AKT	directed	ATF6B	0.376623376623	0.376623376623	2	2
CHUK	directed	FOXO1	0.545454545455	0.545454545455	0	2
MKNK	directed	ATF4	-0.3125	0.3125	1	0
AKT	directed	CREB3	0.337662337662	0.337662337662	2	1
ERK	directed	MKNK	-0.3125	0.3125	1	0
AKT	directed	AKT1S1	1.0	1.0	0	0
CHUK	directed	FOXO3	0.506493506494	0.506493506494	0	1
PI3K	directed	PDPK1	0.987012987013	0.987012987013	8	4
IKBKG	directed	NFKB2	0.428571428571	0.428571428571	0	0
FOXO3	directed	BCL6	0.194805194805	0.194805194805	4	0
IKBKG	directed	RELB	0.545454545455	0.545454545455	0	0
CHUK	directed	NFKB2	0.428571428571	0.428571428571	0	2
